customer_id,transaction_id,transaction_date,transaction_amount,payment_mode,transaction_amount_orig,amount_category,transaction_date_parsed,transaction_month,customer_name,city,status,city_original
c069,t0080,2025-01-01,5091.0,wallet,5091,Medium,2025-01-01,1,Customer_069,Pune,active,Poona
c149,t0081,2025-03-26,2634.0,netbanking,2634,Medium,2025-03-26,3,Customer_149,Bengaluru,active,Bengaluru
c138,t0082,2025-03-03,5646.0,wallet,5646,Medium,2025-03-03,3,Customer_138,Hyderabad,active,Hyderabad
c140,t0083,2025-02-18,5472.0,card,5472,Medium,2025-02-18,2,Customer_140,Hyderabad,active,HYDERABAD
c062,t0084,2025-03-15,4026.0,netbanking,4026,Medium,2025-03-15,3,Customer_062,Trivandrum,active,Trivandrum
c012,t0085,2025-02-10,6446.0,netbanking,6446,Medium,2025-02-10,2,Customer_012,Coimbatore,active,COIMBATORE
c039,t0086,2025-03-05,2268.0,wallet,2268,Low,2025-03-05,3,Customer_039,Kochi,active,Kochi
c002,t0087,2025-02-12,7413.0,cash,7413,Medium,2025-02-12,2,Customer_002,Chennai,active,Chennai
c135,t0088,2025-02-28,2561.0,netbanking,2561,Medium,2025-02-28,2,Customer_135,Coimbatore,active,Coimbatore
c040,t0089,2025-01-10,4542.0,upi,4542,Medium,2025-01-10,1,Customer_040,Trivandrum,inactive,Trivandrum
c102,t0090,2025-03-25,5583.0,wallet,5583,Medium,2025-03-25,3,Customer_102,Bengaluru,active,Bengaluru
c098,t0091,2025-02-10,8194.0,wallet,8194,High,2025-02-10,2,Customer_098,Coimbatore,active,Coimbatore
c010,t0092,2025-03-21,4046.0,upi,4046,Medium,2025-03-21,3,Customer_010,Pune,active,Pune
c059,t0093,2025-01-12,1812.0,cash,1812,Low,2025-01-12,1,Customer_059,Chennai,active,Chennai
c114,t0094,2025-01-22,674.0,cash,674,Low,2025-01-22,1,Customer_114,Bengaluru,active,Bengaluru
c084,t0095,2025-01-08,6073.0,upi,6073,Medium,2025-01-08,1,Customer_084,Trivandrum,active,Trivandrum
c111,t0096,2025-01-19,8902.0,netbanking,8902,High,2025-01-19,1,Customer_111,Coimbatore,active,Coimbatore
c145,t0097,2025-03-29,2985.0,card,2985,Medium,2025-03-29,3,Customer_145,Kochi,active,Kochi
c021,t0098,2025-03-20,4145.0,netbanking,4145,Medium,2025-03-20,3,Customer_021,Bengaluru,active,Bengaluru
c150,t0099,2025-01-19,7755.0,upi,7755,High,2025-01-19,1,Customer_150,Mumbai,active,MUMBAI
c118,t0100,2025-02-02,7822.0,upi,7822,High,2025-02-02,2,Customer_118,Hyderabad,active,Hyderabad
c140,t0101,2025-01-21,7437.0,upi,7437,Medium,2025-01-21,1,Customer_140,Hyderabad,active,HYDERABAD
c001,t0102,2025-02-08,7151.0,upi,7151,Medium,2025-02-08,2,Customer_001,Trivandrum,active,TRIVANDRUM
c117,t0103,2025-02-08,6502.0,netbanking,6502,Medium,2025-02-08,2,Customer_117,Hyderabad,active,Hyderabad
c028,t0104,2025-01-31,9570.0,upi,9570,High,2025-01-31,1,Customer_028,Chennai,active,Chennai
c148,t0105,2025-02-07,559.0,netbanking,559,Low,2025-02-07,2,Customer_148,Coimbatore,active,Coimbatore
c071,t0106,2025-01-02,1003.0,wallet,1003,Low,2025-01-02,1,Customer_071,Chennai,active,chennai
c128,t0107,2025-02-06,5972.0,card,5972,Medium,2025-02-06,2,Customer_128,Trivandrum,inactive,Trivandrum
c049,t0108,2025-03-21,2440.0,cash,2440,Low,2025-03-21,3,Customer_049,Bengaluru,active,Bengaluru
c011,t0109,2025-02-09,746.0,wallet,746,Low,2025-02-09,2,Customer_011,Mumbai,inactive,Mumbai
c094,t0110,2025-01-17,5035.0,upi,5035,Medium,2025-01-17,1,Customer_094,Chennai,active,Chennai
c107,t0111,2025-01-23,2365.0,wallet,2365,Low,2025-01-23,1,Customer_107,Hyderabad,active,Hyderabad
c094,t0112,2025-03-09,4665.0,card,4665,Medium,2025-03-09,3,Customer_094,Chennai,active,Chennai
c066,t0113,2025-03-03,5749.0,cash,5749,Medium,2025-03-03,3,Customer_066,Mumbai,active,Mumbai
c120,t0114,2025-01-10,3896.0,netbanking,3896,Medium,2025-01-10,1,Customer_120,Hyderabad,active,Hyderabad
c143,t0115,2025-02-16,6664.0,cash,6664,Medium,2025-02-16,2,Customer_143,Coimbatore,active,Coimbatore
c068,t0116,2025-03-10,7651.0,upi,7651,High,2025-03-10,3,Customer_068,Kochi,active,Kochi
c068,t0117,2025-03-16,6286.0,cash,6286,Medium,2025-03-16,3,Customer_068,Kochi,active,Kochi
c060,t0118,2025-03-02,9398.0,upi,9398,High,2025-03-02,3,Customer_060,Bengaluru,active,Bengaluru
c057,t0119,2025-03-24,7806.0,upi,7806,High,2025-03-24,3,Customer_057,Trivandrum,active,Trivandrum
c105,t0120,2025-01-15,942.0,cash,942,Low,2025-01-15,1,Customer_105,Bengaluru,active,bengaluru
c078,t0121,2025-03-05,1792.0,card,1792,Low,2025-03-05,3,Customer_078,Trivandrum,inactive,Trivandrum
c138,t0122,2025-01-18,7632.0,upi,7632,High,2025-01-18,1,Customer_138,Hyderabad,active,Hyderabad
c139,t0123,2025-02-23,2731.0,netbanking,2731,Medium,2025-02-23,2,Customer_139,Bengaluru,active,Bengaluru
c026,t0124,2025-03-04,6886.0,upi,6886,Medium,2025-03-04,3,Customer_026,Hyderabad,active,Hyderabad
c009,t0125,2025-03-30,3759.0,netbanking,3759,Medium,2025-03-30,3,Customer_009,Pune,active,PUNE
c114,t0126,2025-01-31,1827.0,upi,1827,Low,2025-01-31,1,Customer_114,Bengaluru,active,Bengaluru
c140,t0127,2025-03-24,1192.0,netbanking,1192,Low,2025-03-24,3,Customer_140,Hyderabad,active,HYDERABAD
c071,t0128,2025-01-25,7650.0,cash,7650,High,2025-01-25,1,Customer_071,Chennai,active,chennai
c055,t0129,2025-03-24,9983.0,cash,9983,High,2025-03-24,3,Customer_055,Coimbatore,inactive,Coimbatore
c013,t0130,2025-02-12,2263.0,wallet,2263,Low,2025-02-12,2,Customer_013,Pune,active,Pune
c053,t0131,2025-01-09,3594.0,wallet,3594,Medium,2025-01-09,1,Customer_053,Mumbai,active,MUMBAI
c056,t0132,2025-01-30,2617.0,wallet,2617,Medium,2025-01-30,1,Customer_056,Kochi,inactive,Kochi
c001,t0133,2025-02-05,2329.0,wallet,2329,Low,2025-02-05,2,Customer_001,Trivandrum,active,TRIVANDRUM
c065,t0134,2025-01-23,622.0,card,622,Low,2025-01-23,1,Customer_065,Kochi,active,Kochi
c004,t0135,2025-02-15,9847.0,upi,9847,High,2025-02-15,2,Customer_004,Trivandrum,active,Trivandrum
c005,t0136,2025-01-23,1058.0,card,1058,Low,2025-01-23,1,Customer_005,Bengaluru,active,Bengaluru
c108,t0137,2025-03-09,1241.0,netbanking,1241,Low,2025-03-09,3,Customer_108,Pune,active,Pune
c115,t0138,2025-02-16,9926.0,cash,9926,High,2025-02-16,2,Customer_115,Pune,active,Pune
c116,t0139,2025-03-06,910.0,wallet,910,Low,2025-03-06,3,Customer_116,Trivandrum,active,Trivandrum
c078,t0140,2025-02-28,710.0,cash,710,Low,2025-02-28,2,Customer_078,Trivandrum,inactive,Trivandrum
c123,t0141,2025-02-21,1968.0,netbanking,1968,Low,2025-02-21,2,Customer_123,Bengaluru,active,Bengaluru
c114,t0142,2025-01-10,5477.0,wallet,5477,Medium,2025-01-10,1,Customer_114,Bengaluru,active,Bengaluru
c038,t0143,2025-01-09,4705.0,wallet,4705,Medium,2025-01-09,1,Customer_038,Bangalore,active,bangalore
c150,t0144,2025-03-12,6440.0,wallet,6440,Medium,2025-03-12,3,Customer_150,Mumbai,active,MUMBAI
c136,t0145,2025-02-07,8482.0,wallet,8482,High,2025-02-07,2,Customer_136,Chennai,active,Chennai
c111,t0146,2025-01-13,9233.0,card,9233,High,2025-01-13,1,Customer_111,Coimbatore,active,Coimbatore
c111,t0147,2025-02-27,6979.0,upi,6979,Medium,2025-02-27,2,Customer_111,Coimbatore,active,Coimbatore
c117,t0148,2025-02-21,1757.0,upi,1757,Low,2025-02-21,2,Customer_117,Hyderabad,active,Hyderabad
c110,t0149,2025-02-10,6332.0,card,6332,Medium,2025-02-10,2,Customer_110,Coimbatore,active,Coimbatore
c122,t0150,2025-01-09,1598.0,cash,1598,Low,2025-01-09,1,Customer_122,Pune,active,Pune
c111,t0151,2025-01-13,2331.0,wallet,2331,Low,2025-01-13,1,Customer_111,Coimbatore,active,Coimbatore
c016,t0152,2025-03-17,9402.0,upi,9402,High,2025-03-17,3,Customer_016,Coimbatore,active,Coimbatore
c032,t0153,2025-02-22,7129.0,cash,7129,Medium,2025-02-22,2,Customer_032,Mumbai,inactive,Mumbai
c074,t0154,2025-03-18,5961.0,cash,5961,Medium,2025-03-18,3,Customer_074,Trivandrum,active,Trivandrum
c148,t0155,2025-03-06,2735.0,netbanking,2735,Medium,2025-03-06,3,Customer_148,Coimbatore,active,Coimbatore
c058,t0156,2025-01-14,9313.0,upi,9313,High,2025-01-14,1,Customer_058,Trivandrum,active,trivandrm
c030,t0157,2025-02-05,3905.0,netbanking,3905,Medium,2025-02-05,2,Customer_030,Chennai,active,Chennai
c144,t0158,2025-03-21,9321.0,cash,9321,High,2025-03-21,3,Customer_144,Kochi,active,koChi
c069,t0159,2025-01-04,4677.0,upi,4677,Medium,2025-01-04,1,Customer_069,Pune,active,Poona
c087,t0160,2025-02-14,3172.0,card,3172,Medium,2025-02-14,2,Customer_087,Pune,inactive,Poona
c145,t0161,2025-03-26,1340.0,card,1340,Low,2025-03-26,3,Customer_145,Kochi,active,Kochi
c008,t0162,2025-01-12,3724.0,netbanking,3724,Medium,2025-01-12,1,Customer_008,Coimbatore,active,Coimbatore
c108,t0163,2025-02-28,2778.0,upi,2778,Medium,2025-02-28,2,Customer_108,Pune,active,Pune
c080,t0164,2025-02-11,9968.0,cash,9968,High,2025-02-11,2,Customer_080,Chennai,inactive,Chennai
c014,t0165,2025-01-20,1015.0,cash,1015,Low,2025-01-20,1,Customer_014,Kochi,active,Kochi
c070,t0166,2025-02-26,8157.0,wallet,8157,High,2025-02-26,2,Customer_070,Chennai,active,Chennai
c114,t0167,2025-02-23,3731.0,wallet,3731,Medium,2025-02-23,2,Customer_114,Bengaluru,active,Bengaluru
c030,t0168,2025-02-14,2016.0,upi,2016,Low,2025-02-14,2,Customer_030,Chennai,active,Chennai
c002,t0169,2025-03-04,5253.0,cash,5253,Medium,2025-03-04,3,Customer_002,Chennai,active,Chennai
c057,t0170,2025-02-20,1097.0,cash,1097,Low,2025-02-20,2,Customer_057,Trivandrum,active,Trivandrum
c053,t0171,2025-02-08,2448.0,upi,2448,Low,2025-02-08,2,Customer_053,Mumbai,active,MUMBAI
c075,t0172,2025-02-11,326.0,netbanking,326,Low,2025-02-11,2,Customer_075,Pune,active,Pune
c111,t0173,2025-01-23,6429.0,wallet,6429,Medium,2025-01-23,1,Customer_111,Coimbatore,active,Coimbatore
c059,t0174,2025-03-06,6002.0,cash,6002,Medium,2025-03-06,3,Customer_059,Chennai,active,Chennai
c102,t0175,2025-01-06,507.0,netbanking,507,Low,2025-01-06,1,Customer_102,Bengaluru,active,Bengaluru
c020,t0176,2025-02-10,7233.0,wallet,7233,Medium,2025-02-10,2,Customer_020,Bengaluru,active,BENGALURU
c104,t0177,2025-03-23,4943.0,cash,4943,Medium,2025-03-23,3,Customer_104,Mumbai,active,MUMBAI
c104,t0178,2025-01-03,3015.0,wallet,3015,Medium,2025-01-03,1,Customer_104,Mumbai,active,MUMBAI
c118,t0179,2025-03-30,1643.0,netbanking,1643,Low,2025-03-30,3,Customer_118,Hyderabad,active,Hyderabad
c028,t0180,2025-02-01,9848.0,netbanking,9848,High,2025-02-01,2,Customer_028,Chennai,active,Chennai
c135,t0181,2025-01-11,5283.0,upi,5283,Medium,2025-01-11,1,Customer_135,Coimbatore,active,Coimbatore
c057,t0182,2025-02-12,1451.0,wallet,1451,Low,2025-02-12,2,Customer_057,Trivandrum,active,Trivandrum
c030,t0183,2025-03-09,3376.0,upi,3376,Medium,2025-03-09,3,Customer_030,Chennai,active,Chennai
c090,t0184,2025-03-24,4071.0,cash,4071,Medium,2025-03-24,3,Customer_090,Kochi,active,KOCHI
c038,t0185,2025-02-02,3042.0,wallet,3042,Medium,2025-02-02,2,Customer_038,Bangalore,active,bangalore
c040,t0186,2025-03-25,3102.0,netbanking,3102,Medium,2025-03-25,3,Customer_040,Trivandrum,inactive,Trivandrum
c119,t0187,2025-03-14,7554.0,wallet,7554,High,2025-03-14,3,Customer_119,Coimbatore,inactive,Coimbatore
c083,t0188,2025-03-22,2673.0,netbanking,2673,Medium,2025-03-22,3,Customer_083,Kochi,active,Kochi
c018,t0189,2025-03-02,5161.0,upi,5161,Medium,2025-03-02,3,Customer_018,Hyderabad,active,Hyderabad
c002,t0190,2025-01-08,8512.0,cash,8512,High,2025-01-08,1,Customer_002,Chennai,active,Chennai
c080,t0191,2025-03-01,816.0,cash,816,Low,2025-03-01,3,Customer_080,Chennai,inactive,Chennai
c095,t0192,2025-02-06,1679.0,wallet,1679,Low,2025-02-06,2,Customer_095,Pune,active,Pune
c130,t0193,2025-02-19,9708.0,wallet,9708,High,2025-02-19,2,Customer_130,Coimbatore,active,cmbt
c011,t0194,2025-02-27,3284.0,upi,3284,Medium,2025-02-27,2,Customer_011,Mumbai,inactive,Mumbai
c122,t0195,2025-03-06,1213.0,netbanking,1213,Low,2025-03-06,3,Customer_122,Pune,active,Pune
c027,t0196,2025-02-13,8466.0,card,8466,High,2025-02-13,2,Customer_027,Coimbatore,inactive,Coimbatore
c011,t0197,2025-02-01,7399.0,wallet,7399,Medium,2025-02-01,2,Customer_011,Mumbai,inactive,Mumbai
c134,t0198,2025-03-20,6162.0,upi,6162,Medium,2025-03-20,3,Customer_134,Pune,inactive,Pune
c073,t0199,2025-02-19,5743.0,wallet,5743,Medium,2025-02-19,2,Customer_073,Bengaluru,active,Bengaluru
c014,t0200,2025-03-22,5682.0,cash,5682,Medium,2025-03-22,3,Customer_014,Kochi,active,Kochi
c085,t0201,2025-01-13,6533.0,upi,6533,Medium,2025-01-13,1,Customer_085,Trivandrum,active,Trivandrum
c065,t0202,2025-03-26,2663.0,upi,2663,Medium,2025-03-26,3,Customer_065,Kochi,active,Kochi
c021,t0203,2025-03-16,5931.0,upi,5931,Medium,2025-03-16,3,Customer_021,Bengaluru,active,Bengaluru
c101,t0204,2025-01-17,1588.0,upi,1588,Low,2025-01-17,1,Customer_101,Pune,active,Pune
c144,t0205,2025-02-18,5581.0,card,5581,Medium,2025-02-18,2,Customer_144,Kochi,active,koChi
c135,t0206,2025-01-12,7137.0,wallet,7137,Medium,2025-01-12,1,Customer_135,Coimbatore,active,Coimbatore
c093,t0207,2025-01-03,5260.0,card,5260,Medium,2025-01-03,1,Customer_093,Chennai,active,Chennai
c055,t0208,2025-02-13,3345.0,card,3345,Medium,2025-02-13,2,Customer_055,Coimbatore,inactive,Coimbatore
c036,t0209,2025-01-20,5046.0,cash,5046,Medium,2025-01-20,1,Customer_036,Hyderabad,active,Hyderabad
c130,t0210,2025-03-11,818.0,upi,818,Low,2025-03-11,3,Customer_130,Coimbatore,active,cmbt
c034,t0211,2025-03-18,2727.0,card,2727,Medium,2025-03-18,3,Customer_034,Hyderabad,active,Hyderabad
c047,t0212,2025-03-30,2912.0,netbanking,2912,Medium,2025-03-30,3,Customer_047,Pune,active,Pune
c012,t0213,2025-02-22,4091.0,netbanking,4091,Medium,2025-02-22,2,Customer_012,Coimbatore,active,COIMBATORE
c073,t0214,2025-02-27,8949.0,card,8949,High,2025-02-27,2,Customer_073,Bengaluru,active,Bengaluru
c080,t0215,2025-03-02,6226.0,wallet,6226,Medium,2025-03-02,3,Customer_080,Chennai,inactive,Chennai
c113,t0216,2025-03-01,6456.0,wallet,6456,Medium,2025-03-01,3,Customer_113,Kochi,active,Kochi
c136,t0217,2025-02-23,3471.0,wallet,3471,Medium,2025-02-23,2,Customer_136,Chennai,active,Chennai
c036,t0218,2025-02-02,8073.0,upi,8073,High,2025-02-02,2,Customer_036,Hyderabad,active,Hyderabad
c142,t0219,2025-01-14,2242.0,upi,2242,Low,2025-01-14,1,Customer_142,Chennai,active,Chennai
c022,t0220,2025-01-21,7561.0,wallet,7561,High,2025-01-21,1,Customer_022,Kochi,active,kochi
c038,t0221,2025-02-25,3837.0,netbanking,3837,Medium,2025-02-25,2,Customer_038,Bangalore,active,bangalore
c090,t0222,2025-01-04,1072.0,netbanking,1072,Low,2025-01-04,1,Customer_090,Kochi,active,KOCHI
c129,t0223,2025-02-17,6526.0,cash,6526,Medium,2025-02-17,2,Customer_129,Bengaluru,active,Bengaluru
c096,t0224,2025-01-29,5421.0,cash,5421,Medium,2025-01-29,1,Customer_096,Kochi,active,Kochi
c086,t0225,2025-01-19,827.0,upi,827,Low,2025-01-19,1,Customer_086,Chennai,active,Chennai
c121,t0226,2025-03-31,7885.0,netbanking,7885,High,2025-03-31,3,Customer_121,Hyderabad,active,Hyderabad
c002,t0227,2025-01-11,4393.0,card,4393,Medium,2025-01-11,1,Customer_002,Chennai,active,Chennai
c039,t0228,2025-03-12,8847.0,netbanking,8847,High,2025-03-12,3,Customer_039,Kochi,active,Kochi
c029,t0229,2025-02-06,5134.0,cash,5134,Medium,2025-02-06,2,Customer_029,Kochi,active,Kochi
c013,t0230,2025-01-31,7689.0,cash,7689,High,2025-01-31,1,Customer_013,Pune,active,Pune
c029,t0231,2025-03-05,8982.0,cash,8982,High,2025-03-05,3,Customer_029,Kochi,active,Kochi
c132,t0232,2025-03-15,2552.0,upi,2552,Medium,2025-03-15,3,Customer_132,Mumbai,inactive,mumbai
c110,t0233,2025-01-01,5980.0,card,5980,Medium,2025-01-01,1,Customer_110,Coimbatore,active,Coimbatore
c147,t0234,2025-02-23,1602.0,wallet,1602,Low,2025-02-23,2,Customer_147,Hyderabad,inactive,Hyderabad
c093,t0235,2025-01-09,9114.0,wallet,9114,High,2025-01-09,1,Customer_093,Chennai,active,Chennai
c130,t0236,2025-03-12,6597.0,netbanking,6597,Medium,2025-03-12,3,Customer_130,Coimbatore,active,cmbt
c012,t0237,2025-03-23,6316.0,upi,6316,Medium,2025-03-23,3,Customer_012,Coimbatore,active,COIMBATORE
c005,t0238,2025-02-15,5849.0,card,5849,Medium,2025-02-15,2,Customer_005,Bengaluru,active,Bengaluru
