id,product_name,category,price,quantity,region,timestamp,score
1027,Product_1027,Electronics,543.38,35,West,2025-11-16T20:51:33.222906,1.64
1028,Product_1028,Toys,986.88,71,West,2025-11-16T20:51:34.222906,2.43
1029,Product_1029,Electronics,306.0,46,Central,2025-11-16T20:51:35.222906,1.41
1030,Product_1030,Electronics,336.5,39,North,2025-11-16T20:51:36.222906,2.21
1031,Product_1031,Food,818.76,50,South,2025-11-16T20:51:37.222906,3.9
1032,Product_1032,Books,861.23,9,West,2025-11-16T20:51:38.222906,2.9
1033,Product_1033,Electronics,754.77,56,West,2025-11-16T20:51:39.222906,1.15
1034,Product_1034,Books,203.32,36,West,2025-11-16T20:51:40.222906,4.35
1035,Product_1035,Food,296.82,74,East,2025-11-16T20:51:41.222906,4.86
1036,Product_1036,Sports,257.85,95,East,2025-11-16T20:51:42.222906,3.67
1037,Product_1037,Clothing,878.28,2,Central,2025-11-16T20:51:43.222906,4.51
1038,Product_1038,Sports,962.3,97,South,2025-11-16T20:51:44.222906,1.51
1039,Product_1039,Books,853.18,96,West,2025-11-16T20:51:45.222906,2.14
1040,Product_1040,Sports,454.64,98,North,2025-11-16T20:51:46.222906,2.23
1041,Product_1041,Clothing,347.86,71,East,2025-11-16T20:51:47.222906,2.44
1042,Product_1042,Food,258.81,96,North,2025-11-16T20:51:48.222906,2.29
1043,Product_1043,Food,286.84,96,North,2025-11-16T20:51:49.222906,4.88
1044,Product_1044,Toys,47.38,45,East,2025-11-16T20:51:50.222906,1.72
1045,Product_1045,Sports,665.66,91,East,2025-11-16T20:51:51.222906,4.0
1046,Product_1046,Electronics,884.63,71,South,2025-11-16T20:51:52.222906,1.35
1047,Product_1047,Toys,227.55,18,West,2025-11-16T20:51:53.222906,2.77
1048,Product_1048,Clothing,837.07,16,Central,2025-11-16T20:51:54.222906,1.49
1049,Product_1049,Sports,333.28,38,East,2025-11-16T20:51:55.222906,4.85
1050,Product_1050,Clothing,898.9,5,South,2025-11-16T20:51:56.222906,1.34
1051,Product_1051,Clothing,878.93,73,North,2025-11-16T20:51:57.222906,3.97
1052,Product_1052,Toys,418.41,20,North,2025-11-16T20:51:58.222906,1.56
1053,Product_1053,Toys,422.8,91,Central,2025-11-16T20:51:59.222906,2.57
1054,Product_1054,Books,266.66,42,North,2025-11-16T20:52:00.222906,3.24
1055,Product_1055,Food,874.62,21,South,2025-11-16T20:52:01.222906,4.7
1056,Product_1056,Books,104.6,77,Central,2025-11-16T20:52:02.222906,3.41
1057,Product_1057,Books,594.82,61,North,2025-11-16T20:52:03.222906,4.93
1058,Product_1058,Books,657.13,60,Central,2025-11-16T20:52:04.222906,3.79
1059,Product_1059,Electronics,370.96,7,Central,2025-11-16T20:52:05.222906,2.55
1060,Product_1060,Sports,381.63,36,North,2025-11-16T20:52:06.222906,2.11
1061,Product_1061,Toys,659.53,77,Central,2025-11-16T20:52:07.222906,2.11
1062,Product_1062,Food,791.81,21,West,2025-11-16T20:52:08.222906,3.49
1063,Product_1063,Books,177.46,15,East,2025-11-16T20:52:09.222906,4.27
1064,Product_1064,Sports,908.77,100,East,2025-11-16T20:52:10.222906,4.94
1065,Product_1065,Sports,869.06,9,Central,2025-11-16T20:52:11.222906,1.11
1066,Product_1066,Books,915.39,14,Central,2025-11-16T20:52:12.222906,1.4
1067,Product_1067,Toys,237.22,56,Central,2025-11-16T20:52:13.222906,3.13
1068,Product_1068,Electronics,961.44,83,West,2025-11-16T20:52:14.222906,1.34
1069,Product_1069,Books,634.32,44,North,2025-11-16T20:52:15.222906,1.19
1070,Product_1070,Electronics,761.11,4,North,2025-11-16T20:52:16.222906,1.34
1071,Product_1071,Food,45.61,20,North,2025-11-16T20:52:17.222906,2.15
1072,Product_1072,Electronics,342.21,1,East,2025-11-16T20:52:18.222906,2.27
1073,Product_1073,Toys,539.99,42,North,2025-11-16T20:52:19.222906,2.36
1074,Product_1074,Electronics,817.43,44,South,2025-11-16T20:52:20.222906,3.75
1075,Product_1075,Sports,656.82,77,East,2025-11-16T20:52:21.222906,1.22
1076,Product_1076,Clothing,523.38,23,West,2025-11-16T20:52:22.222906,3.01
1077,Product_1077,Electronics,627.78,50,Central,2025-11-16T20:52:23.222906,1.43
1078,Product_1078,Toys,143.15,34,South,2025-11-16T20:52:24.222906,4.84
1079,Product_1079,Toys,370.13,30,North,2025-11-16T20:52:25.222906,1.32
1080,Product_1080,Clothing,770.14,39,West,2025-11-16T20:52:26.222906,4.89
1081,Product_1081,Sports,323.78,67,South,2025-11-16T20:52:27.222906,3.23
1082,Product_1082,Sports,605.9,63,West,2025-11-16T20:52:28.222906,1.35
1083,Product_1083,Toys,746.18,27,East,2025-11-16T20:52:29.222906,3.94
1084,Product_1084,Clothing,882.32,40,Central,2025-11-16T20:52:30.222906,2.77
1085,Product_1085,Books,58.72,63,South,2025-11-16T20:52:31.222906,3.54
1086,Product_1086,Clothing,288.93,8,North,2025-11-16T20:52:32.222906,1.05
1087,Product_1087,Clothing,386.25,89,East,2025-11-16T20:52:33.222906,4.47
1088,Product_1088,Toys,846.17,83,South,2025-11-16T20:52:34.222906,2.88
1089,Product_1089,Toys,603.84,72,Central,2025-11-16T20:52:35.222906,3.31
1090,Product_1090,Books,834.74,67,West,2025-11-16T20:52:36.222906,1.46
1091,Product_1091,Electronics,821.73,19,West,2025-11-16T20:52:37.222906,3.42
1092,Product_1092,Clothing,91.06,14,West,2025-11-16T20:52:38.222906,2.23
1093,Product_1093,Food,508.21,69,North,2025-11-16T20:52:39.222906,1.79
1094,Product_1094,Sports,572.23,19,West,2025-11-16T20:52:40.222906,4.2
1095,Product_1095,Books,35.62,92,East,2025-11-16T20:52:41.222906,2.59
1096,Product_1096,Toys,324.33,46,Central,2025-11-16T20:52:42.222906,2.39
1097,Product_1097,Toys,150.98,65,West,2025-11-16T20:52:43.222906,2.09
1098,Product_1098,Books,428.83,6,West,2025-11-16T20:52:44.222906,2.45
1099,Product_1099,Toys,992.8,81,West,2025-11-16T20:52:45.222906,2.89
1100,Product_1100,Clothing,475.74,65,North,2025-11-16T20:52:46.222906,2.72
1101,Product_1101,Books,705.98,18,West,2025-11-16T20:52:47.222906,1.96
1102,Product_1102,Clothing,624.83,2,South,2025-11-16T20:52:48.222906,2.68
1103,Product_1103,Food,739.2,45,North,2025-11-16T20:52:49.222906,2.36
1104,Product_1104,Sports,91.04,95,South,2025-11-16T20:52:50.222906,1.83
1105,Product_1105,Books,767.88,27,North,2025-11-16T20:52:51.222906,4.27
1106,Product_1106,Sports,829.75,16,South,2025-11-16T20:52:52.222906,2.56
1107,Product_1107,Sports,622.27,31,East,2025-11-16T20:52:53.222906,2.68
1108,Product_1108,Food,438.72,54,East,2025-11-16T20:52:54.222906,4.31
1109,Product_1109,Clothing,587.86,91,North,2025-11-16T20:52:55.222906,3.6
1110,Product_1110,Electronics,567.51,70,East,2025-11-16T20:52:56.222906,4.37
1111,Product_1111,Clothing,996.01,79,South,2025-11-16T20:52:57.222906,1.59
1112,Product_1112,Sports,416.35,6,East,2025-11-16T20:52:58.222906,1.1
1113,Product_1113,Clothing,104.53,32,East,2025-11-16T20:52:59.222906,2.7
1114,Product_1114,Sports,23.48,65,Central,2025-11-16T20:53:00.222906,2.46
1115,Product_1115,Electronics,763.3,8,Central,2025-11-16T20:53:01.222906,3.42
1116,Product_1116,Clothing,633.94,11,South,2025-11-16T20:53:02.222906,1.23
1117,Product_1117,Sports,834.82,71,West,2025-11-16T20:53:03.222906,1.1
1118,Product_1118,Sports,599.89,10,South,2025-11-16T20:53:04.222906,4.54
1119,Product_1119,Sports,694.14,6,East,2025-11-16T20:53:05.222906,1.3
1120,Product_1120,Food,837.34,15,West,2025-11-16T20:53:06.222906,4.29
1121,Product_1121,Books,80.73,49,South,2025-11-16T20:53:07.222906,3.48
1122,Product_1122,Toys,928.3,33,Central,2025-11-16T20:53:08.222906,3.35
1123,Product_1123,Food,70.65,12,Central,2025-11-16T20:53:09.222906,4.39
1124,Product_1124,Electronics,774.41,88,Central,2025-11-16T20:53:10.222906,2.66
1125,Product_1125,Sports,801.5,81,East,2025-11-16T20:53:11.222906,4.85
1126,Product_1126,Food,241.37,87,South,2025-11-16T20:53:12.222906,2.68
1127,Product_1127,Electronics,744.12,89,North,2025-11-16T20:53:13.222906,1.93
1128,Product_1128,Sports,22.39,71,South,2025-11-16T20:53:14.222906,1.49
1129,Product_1129,Sports,126.0,13,Central,2025-11-16T20:53:15.222906,3.9
1130,Product_1130,Books,689.29,42,South,2025-11-16T20:53:16.222906,3.25
1131,Product_1131,Books,115.18,2,North,2025-11-16T20:53:17.222906,1.57
1132,Product_1132,Food,523.64,13,West,2025-11-16T20:53:18.222906,4.85
1133,Product_1133,Electronics,884.05,68,South,2025-11-16T20:53:19.222906,3.56
1134,Product_1134,Clothing,670.51,78,Central,2025-11-16T20:53:20.222906,1.0
1135,Product_1135,Food,663.62,39,South,2025-11-16T20:53:21.222906,3.25
1136,Product_1136,Sports,339.08,28,North,2025-11-16T20:53:22.222906,1.68
1137,Product_1137,Sports,401.09,92,South,2025-11-16T20:53:23.222906,1.76
1138,Product_1138,Food,18.86,17,Central,2025-11-16T20:53:24.222906,3.22
1139,Product_1139,Sports,148.14,93,South,2025-11-16T20:53:25.222906,3.72
1140,Product_1140,Sports,608.49,49,North,2025-11-16T20:53:26.222906,2.7
1141,Product_1141,Clothing,515.37,71,East,2025-11-16T20:53:27.222906,4.1
1142,Product_1142,Books,208.59,55,Central,2025-11-16T20:53:28.222906,3.51
1143,Product_1143,Toys,851.41,87,East,2025-11-16T20:53:29.222906,4.11
1144,Product_1144,Sports,212.89,22,East,2025-11-16T20:53:30.222906,1.89
1145,Product_1145,Toys,981.98,7,South,2025-11-16T20:53:31.222906,2.28
1146,Product_1146,Food,733.8,86,Central,2025-11-16T20:53:32.222906,2.01
1147,Product_1147,Toys,594.15,58,North,2025-11-16T20:53:33.222906,2.99
1148,Product_1148,Books,755.73,9,North,2025-11-16T20:53:34.222906,3.33
1149,Product_1149,Electronics,224.75,51,East,2025-11-16T20:53:35.222906,2.83
1150,Product_1150,Clothing,249.18,15,East,2025-11-16T20:53:36.222906,4.48
1151,Product_1151,Clothing,70.57,99,South,2025-11-16T20:53:37.222906,4.17
1152,Product_1152,Books,574.05,43,East,2025-11-16T20:53:38.222906,4.33
1153,Product_1153,Books,779.69,18,West,2025-11-16T20:53:39.222906,3.37
1154,Product_1154,Electronics,847.1,52,East,2025-11-16T20:53:40.222906,4.84
1155,Product_1155,Sports,791.31,31,Central,2025-11-16T20:53:41.222906,2.63
1156,Product_1156,Sports,461.16,43,South,2025-11-16T20:53:42.222906,1.53
1157,Product_1157,Sports,117.76,22,East,2025-11-16T20:53:43.222906,2.05
1158,Product_1158,Clothing,935.01,84,South,2025-11-16T20:53:44.222906,2.73
1159,Product_1159,Electronics,589.46,40,North,2025-11-16T20:53:45.222906,1.21
1160,Product_1160,Food,602.51,26,Central,2025-11-16T20:53:46.222906,2.08
1161,Product_1161,Food,941.01,96,North,2025-11-16T20:53:47.222906,4.5
1162,Product_1162,Electronics,421.83,94,North,2025-11-16T20:53:48.222906,1.28
1163,Product_1163,Sports,361.54,92,North,2025-11-16T20:53:49.222906,3.82
1164,Product_1164,Food,242.56,90,North,2025-11-16T20:53:50.222906,4.89
1165,Product_1165,Toys,571.37,35,East,2025-11-16T20:53:51.222906,1.68
1166,Product_1166,Toys,231.36,62,North,2025-11-16T20:53:52.222906,2.17
1167,Product_1167,Clothing,488.2,98,North,2025-11-16T20:53:53.222906,2.11
1168,Product_1168,Electronics,63.53,10,West,2025-11-16T20:53:54.222906,1.12
1169,Product_1169,Food,28.59,96,North,2025-11-16T20:53:55.222906,4.54
1170,Product_1170,Electronics,666.34,30,West,2025-11-16T20:53:56.222906,3.81
1171,Product_1171,Sports,532.7,46,North,2025-11-16T20:53:57.222906,1.44
1172,Product_1172,Electronics,794.2,47,North,2025-11-16T20:53:58.222906,1.71
1173,Product_1173,Sports,450.62,93,South,2025-11-16T20:53:59.222906,3.34
1174,Product_1174,Clothing,977.14,97,North,2025-11-16T20:54:00.222906,2.31
1175,Product_1175,Sports,125.7,90,West,2025-11-16T20:54:01.222906,2.19
1176,Product_1176,Clothing,926.92,33,Central,2025-11-16T20:54:02.222906,3.29
1177,Product_1177,Toys,77.01,75,West,2025-11-16T20:54:03.222906,2.56
1178,Product_1178,Electronics,208.43,99,East,2025-11-16T20:54:04.222906,4.6
1179,Product_1179,Clothing,942.33,58,Central,2025-11-16T20:54:05.222906,1.7
1180,Product_1180,Books,614.96,83,East,2025-11-16T20:54:06.222906,4.12
1181,Product_1181,Clothing,102.19,82,Central,2025-11-16T20:54:07.222906,4.13
1182,Product_1182,Toys,275.72,48,Central,2025-11-16T20:54:08.222906,1.62
1183,Product_1183,Toys,126.47,9,East,2025-11-16T20:54:09.222906,2.67
1184,Product_1184,Clothing,940.52,33,East,2025-11-16T20:54:10.222906,2.9
1185,Product_1185,Sports,22.01,62,Central,2025-11-16T20:54:11.222906,1.02
1186,Product_1186,Toys,315.05,80,West,2025-11-16T20:54:12.222906,2.12
1187,Product_1187,Books,569.93,68,Central,2025-11-16T20:54:13.222906,3.06
1188,Product_1188,Toys,666.69,14,North,2025-11-16T20:54:14.222906,4.26
1189,Product_1189,Food,417.75,97,North,2025-11-16T20:54:15.222906,1.05
1190,Product_1190,Food,425.18,43,North,2025-11-16T20:54:16.222906,2.04
1191,Product_1191,Toys,117.77,3,East,2025-11-16T20:54:17.222906,1.97
1192,Product_1192,Books,425.6,98,West,2025-11-16T20:54:18.222906,3.61
1193,Product_1193,Sports,431.72,17,Central,2025-11-16T20:54:19.222906,4.15
1194,Product_1194,Clothing,397.27,53,West,2025-11-16T20:54:20.222906,4.84
1195,Product_1195,Sports,41.18,31,South,2025-11-16T20:54:21.222906,3.3
1196,Product_1196,Food,680.16,39,East,2025-11-16T20:54:22.222906,4.57
1197,Product_1197,Electronics,199.27,97,Central,2025-11-16T20:54:23.222906,3.95
1198,Product_1198,Books,451.21,68,North,2025-11-16T20:54:24.222906,2.85
1199,Product_1199,Books,554.77,98,East,2025-11-16T20:54:25.222906,2.38
1200,Product_1200,Toys,770.71,27,South,2025-11-16T20:54:26.222906,3.37
1201,Product_1201,Clothing,58.55,23,West,2025-11-16T20:54:27.222906,1.53
1202,Product_1202,Electronics,218.45,90,Central,2025-11-16T20:54:28.222906,1.42
1203,Product_1203,Food,840.99,35,East,2025-11-16T20:54:29.222906,2.75
1204,Product_1204,Electronics,521.98,10,Central,2025-11-16T20:54:30.222906,1.47
1205,Product_1205,Clothing,492.81,81,East,2025-11-16T20:54:31.222906,4.13
1206,Product_1206,Sports,259.05,14,Central,2025-11-16T20:54:32.222906,1.82
1207,Product_1207,Clothing,622.55,10,South,2025-11-16T20:54:33.222906,2.68
1208,Product_1208,Electronics,876.6,27,North,2025-11-16T20:54:34.222906,2.4
1209,Product_1209,Clothing,630.25,61,South,2025-11-16T20:54:35.222906,1.97
1210,Product_1210,Sports,321.37,42,West,2025-11-16T20:54:36.222906,1.85
1211,Product_1211,Books,273.09,15,West,2025-11-16T20:54:37.222906,4.2
1212,Product_1212,Books,765.9,87,West,2025-11-16T20:54:38.222906,2.84
1213,Product_1213,Toys,74.1,52,Central,2025-11-16T20:54:39.222906,1.93
1214,Product_1214,Sports,282.12,65,Central,2025-11-16T20:54:40.222906,2.54
1215,Product_1215,Electronics,427.74,89,Central,2025-11-16T20:54:41.222906,4.64
1216,Product_1216,Toys,522.11,99,Central,2025-11-16T20:54:42.222906,4.24
1217,Product_1217,Toys,726.62,45,Central,2025-11-16T20:54:43.222906,3.6
1218,Product_1218,Toys,670.58,47,West,2025-11-16T20:54:44.222906,4.57
1219,Product_1219,Sports,163.38,91,East,2025-11-16T20:54:45.222906,3.3
1220,Product_1220,Clothing,621.9,67,North,2025-11-16T20:54:46.222906,4.29
1221,Product_1221,Clothing,418.06,97,North,2025-11-16T20:54:47.222906,1.02
1222,Product_1222,Food,520.21,56,Central,2025-11-16T20:54:48.222906,2.95
1223,Product_1223,Toys,959.09,20,South,2025-11-16T20:54:49.222906,2.62
1224,Product_1224,Food,642.18,69,South,2025-11-16T20:54:50.222906,4.01
1225,Product_1225,Food,12.32,80,East,2025-11-16T20:54:51.222906,1.68
1226,Product_1226,Books,645.22,40,Central,2025-11-16T20:54:52.222906,2.71
1227,Product_1227,Books,195.03,61,East,2025-11-16T20:54:53.222906,4.01
1228,Product_1228,Food,899.6,77,South,2025-11-16T20:54:54.222906,1.09
1229,Product_1229,Sports,220.87,48,South,2025-11-16T20:54:55.222906,2.83
1230,Product_1230,Toys,815.55,9,Central,2025-11-16T20:54:56.222906,1.19
1231,Product_1231,Toys,470.4,23,North,2025-11-16T20:54:57.222906,3.89
1232,Product_1232,Books,609.85,33,North,2025-11-16T20:54:58.222906,2.99
1233,Product_1233,Clothing,756.59,38,East,2025-11-16T20:54:59.222906,2.0
1234,Product_1234,Toys,608.95,19,West,2025-11-16T20:55:00.222906,1.17
1235,Product_1235,Toys,778.49,34,Central,2025-11-16T20:55:01.222906,4.26
1236,Product_1236,Sports,173.75,97,West,2025-11-16T20:55:02.222906,4.61
1237,Product_1237,Clothing,720.3,90,South,2025-11-16T20:55:03.222906,4.25
1238,Product_1238,Electronics,55.12,33,West,2025-11-16T20:55:04.222906,2.49
1239,Product_1239,Sports,439.63,30,Central,2025-11-16T20:55:05.222906,3.48
1240,Product_1240,Food,157.21,74,South,2025-11-16T20:55:06.222906,2.11
1241,Product_1241,Electronics,431.27,26,North,2025-11-16T20:55:07.222906,3.8
1242,Product_1242,Sports,618.96,23,Central,2025-11-16T20:55:08.222906,2.41
1243,Product_1243,Sports,164.0,18,West,2025-11-16T20:55:09.222906,1.41
1244,Product_1244,Sports,334.13,57,West,2025-11-16T20:55:10.222906,3.55
1245,Product_1245,Clothing,334.72,42,North,2025-11-16T20:55:11.222906,3.44
1246,Product_1246,Toys,760.39,32,North,2025-11-16T20:55:12.222906,3.26
1247,Product_1247,Electronics,123.1,63,West,2025-11-16T20:55:13.222906,4.61
1248,Product_1248,Clothing,416.75,39,South,2025-11-16T20:55:14.222906,1.23
1249,Product_1249,Clothing,969.24,60,East,2025-11-16T20:55:15.222906,3.6
1250,Product_1250,Electronics,632.65,15,East,2025-11-16T20:55:16.222906,3.16
1251,Product_1251,Sports,62.26,73,West,2025-11-16T20:55:17.222906,4.7
1252,Product_1252,Sports,461.02,8,Central,2025-11-16T20:55:18.222906,1.51
1253,Product_1253,Toys,596.82,75,East,2025-11-16T20:55:19.222906,2.09
1254,Product_1254,Clothing,510.15,4,North,2025-11-16T20:55:20.222906,4.3
1255,Product_1255,Toys,924.5,76,North,2025-11-16T20:55:21.222906,3.37
1256,Product_1256,Clothing,769.44,49,North,2025-11-16T20:55:22.222906,2.95
1257,Product_1257,Toys,598.39,89,North,2025-11-16T20:55:23.222906,4.32
1258,Product_1258,Electronics,972.95,7,South,2025-11-16T20:55:24.222906,2.0
1259,Product_1259,Books,923.7,10,North,2025-11-16T20:55:25.222906,3.48
1260,Product_1260,Sports,83.86,82,North,2025-11-16T20:55:26.222906,1.46
1261,Product_1261,Toys,272.68,54,North,2025-11-16T20:55:27.222906,3.33
1262,Product_1262,Sports,744.98,94,North,2025-11-16T20:55:28.222906,2.62
1263,Product_1263,Electronics,363.74,43,Central,2025-11-16T20:55:29.222906,1.67
1264,Product_1264,Electronics,545.43,1,West,2025-11-16T20:55:30.222906,4.33
1265,Product_1265,Electronics,299.76,54,South,2025-11-16T20:55:31.222906,2.2
1266,Product_1266,Electronics,607.69,93,North,2025-11-16T20:55:32.222906,3.88
1267,Product_1267,Electronics,832.01,70,South,2025-11-16T20:55:33.222906,4.93
1268,Product_1268,Food,406.63,48,South,2025-11-16T20:55:34.222906,4.35
1269,Product_1269,Electronics,442.78,47,North,2025-11-16T20:55:35.222906,2.09
1270,Product_1270,Food,625.02,22,West,2025-11-16T20:55:36.222906,3.08
1271,Product_1271,Sports,962.36,55,North,2025-11-16T20:55:37.222906,2.55
1272,Product_1272,Books,660.97,72,North,2025-11-16T20:55:38.222906,4.5
1273,Product_1273,Books,962.3,46,Central,2025-11-16T20:55:39.222906,2.01
1274,Product_1274,Electronics,207.93,85,Central,2025-11-16T20:55:40.222906,4.02
1275,Product_1275,Electronics,848.83,75,Central,2025-11-16T20:55:41.222906,1.2
1276,Product_1276,Electronics,600.91,57,South,2025-11-16T20:55:42.222906,2.12
1277,Product_1277,Sports,745.17,22,North,2025-11-16T20:55:43.222906,2.82
1278,Product_1278,Food,740.1,59,East,2025-11-16T20:55:44.222906,1.93
1279,Product_1279,Food,410.34,57,East,2025-11-16T20:55:45.222906,1.56
1280,Product_1280,Clothing,592.23,42,South,2025-11-16T20:55:46.222906,3.78
1281,Product_1281,Toys,707.31,22,East,2025-11-16T20:55:47.222906,4.44
1282,Product_1282,Electronics,871.05,29,North,2025-11-16T20:55:48.222906,2.48
1283,Product_1283,Toys,204.99,80,South,2025-11-16T20:55:49.222906,2.17
1284,Product_1284,Electronics,203.83,24,Central,2025-11-16T20:55:50.222906,4.58
1285,Product_1285,Electronics,667.95,37,West,2025-11-16T20:55:51.222906,2.74
1286,Product_1286,Sports,884.17,97,North,2025-11-16T20:55:52.222906,3.54
1287,Product_1287,Books,548.48,98,Central,2025-11-16T20:55:53.222906,4.08
1288,Product_1288,Electronics,607.79,17,Central,2025-11-16T20:55:54.222906,4.51
1289,Product_1289,Electronics,331.77,30,North,2025-11-16T20:55:55.222906,4.32
1290,Product_1290,Electronics,840.06,28,West,2025-11-16T20:55:56.222906,4.52
1291,Product_1291,Toys,13.82,2,Central,2025-11-16T20:55:57.222906,1.39
1292,Product_1292,Clothing,79.28,65,East,2025-11-16T20:55:58.222906,2.0
1293,Product_1293,Clothing,616.85,98,North,2025-11-16T20:55:59.222906,4.09
1294,Product_1294,Sports,313.61,15,West,2025-11-16T20:56:00.222906,1.01
1295,Product_1295,Food,716.96,70,West,2025-11-16T20:56:01.222906,2.01
1296,Product_1296,Books,841.68,95,Central,2025-11-16T20:56:02.222906,2.53
1297,Product_1297,Books,176.97,60,East,2025-11-16T20:56:03.222906,2.36
1298,Product_1298,Food,722.15,47,South,2025-11-16T20:56:04.222906,2.95
1299,Product_1299,Toys,453.04,17,North,2025-11-16T20:56:05.222906,4.38
1300,Product_1300,Electronics,109.08,5,North,2025-11-16T20:56:06.222906,2.64
1301,Product_1301,Clothing,468.2,41,South,2025-11-16T20:56:07.222906,1.75
1302,Product_1302,Electronics,887.12,66,North,2025-11-16T20:56:08.222906,3.64
1303,Product_1303,Clothing,982.37,36,South,2025-11-16T20:56:09.222906,3.57
1304,Product_1304,Books,113.71,97,South,2025-11-16T20:56:10.222906,4.6
1305,Product_1305,Clothing,262.88,51,West,2025-11-16T20:56:11.222906,3.21
1306,Product_1306,Books,329.83,37,North,2025-11-16T20:56:12.222906,2.01
1307,Product_1307,Clothing,954.84,92,South,2025-11-16T20:56:13.222906,2.06
1308,Product_1308,Electronics,345.4,93,North,2025-11-16T20:56:14.222906,1.93
1309,Product_1309,Food,63.44,42,West,2025-11-16T20:56:15.222906,2.91
1310,Product_1310,Food,656.23,17,Central,2025-11-16T20:56:16.222906,2.44
1311,Product_1311,Sports,710.71,7,South,2025-11-16T20:56:17.222906,4.95
1312,Product_1312,Electronics,875.17,99,West,2025-11-16T20:56:18.222906,2.51
1313,Product_1313,Food,650.0,34,East,2025-11-16T20:56:19.222906,3.63
1314,Product_1314,Electronics,497.89,89,East,2025-11-16T20:56:20.222906,3.9
1315,Product_1315,Sports,934.37,31,North,2025-11-16T20:56:21.222906,3.85
1316,Product_1316,Books,198.85,4,South,2025-11-16T20:56:22.222906,2.48
1317,Product_1317,Toys,916.21,19,West,2025-11-16T20:56:23.222906,2.32
1318,Product_1318,Food,870.61,68,North,2025-11-16T20:56:24.222906,3.54
1319,Product_1319,Electronics,115.62,29,Central,2025-11-16T20:56:25.222906,4.61
1320,Product_1320,Clothing,234.34,67,Central,2025-11-16T20:56:26.222906,1.92
1321,Product_1321,Books,951.66,26,East,2025-11-16T20:56:27.222906,4.3
1322,Product_1322,Toys,866.78,78,North,2025-11-16T20:56:28.222906,2.46
1323,Product_1323,Clothing,709.62,27,East,2025-11-16T20:56:29.222906,4.43
1324,Product_1324,Electronics,472.34,24,North,2025-11-16T20:56:30.222906,1.43
1325,Product_1325,Food,566.85,7,South,2025-11-16T20:56:31.222906,4.76
1326,Product_1326,Clothing,537.83,57,South,2025-11-16T20:56:32.222906,3.74
1327,Product_1327,Sports,846.13,29,West,2025-11-16T20:56:33.222906,3.58
1328,Product_1328,Clothing,927.47,37,East,2025-11-16T20:56:34.222906,3.1
1329,Product_1329,Toys,242.55,86,East,2025-11-16T20:56:35.222906,4.6
1330,Product_1330,Toys,143.08,37,East,2025-11-16T20:56:36.222906,1.93
1331,Product_1331,Books,562.73,26,South,2025-11-16T20:56:37.222906,2.87
1332,Product_1332,Food,507.74,46,Central,2025-11-16T20:56:38.222906,3.0
1333,Product_1333,Food,53.42,45,East,2025-11-16T20:56:39.222906,2.32
1334,Product_1334,Food,612.27,8,West,2025-11-16T20:56:40.222906,1.3
1335,Product_1335,Electronics,342.78,49,Central,2025-11-16T20:56:41.222906,1.15
1336,Product_1336,Electronics,122.86,90,West,2025-11-16T20:56:42.222906,2.87
1337,Product_1337,Food,375.25,29,South,2025-11-16T20:56:43.222906,2.91
